id,year,award,prefix,name,gender,place,state,stateClass,indiaClass,area,areaClass
2070,1990,Padma Shri,Shri,Kanhaiya Lal Misra Prabhakar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2145,1991,Padma Shri,Dr.,Kapil Deva Dvivedi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
528,1967,Padma Bhushan,Dr.,Khwaja Ghulam Saiyidain,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
3574,2010,Padma Shri,Dr.,Lal Bahadur Singh Chauhan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1911,1988,Padma Vibhushan,Late (Smt.),Mahadevi,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
94,1956,Padma Bhushan,Smt.,Mahadevi,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
23,1954,Padma Bhushan,Shri,Maithilisharan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
4191,2015,Padma Shri,Shri,Manu,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
958,1971,Padma Shri,Shri,Maqbool Ahmed Lari,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
860,1970,Padma Shri,Syed,Masud Hasan Rizvi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
308,1962,Padma Bhushan,Shri,Mohd. Khan Niaz Fatehpuri,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1428,1976,Padma Shri,Shri,Mohd. Shafi Khan Bekal Utsahi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
4031,2014,Padma Shri,Dr.,Naheed,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1683,1984,Padma Bhushan,Pt. Shri,Narayana,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1882,1987,Padma Shri,Dr.,Nazir,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1556,1982,Padma Bhushan,Acharya,P.N. Pattabhirama Sastri,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
454,1965,Padma Shri,Rev,Panavelil Thomas Chandi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1805,1985,Padma Shri,Shri,Prabhulal Garg alias Kaka Hathrasi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2798,2003,Padma Shri,Dr.,Pritam,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2900,2004,Padma Shri,Prof.,Prithvi Nath Kaula,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1293,1974,Padma Shri,Shri,Qazi Abdus Sattar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1705,1984,Padma Shri,Miss,Qurratulain,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2960,2005,Padma Bhushan,Prof. (Ms.),Qurratulain,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1847,1986,Padma Shri,Shri,Raghunath,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
617,1968,Padma Bhushan,Shri,Raghupati Sahai Firaq,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1630,1983,Padma Shri,Dr.,Raghuvir 'Mitra' Sharan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
357,1963,Padma Bhushan,Shri,Rahul,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
257,1961,Padma Bhushan,Shri,Rai,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
221,1960,Padma Bhushan,Pt.,Raj Rajeshwardatt Shastri Dravid,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2104,1991,Padma Vibhushan,Prof.,Rajaram,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
4137,2015,Padma Bhushan,Shri,Rajat,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
172,1958,Padma Shri,Shri,Ram Chandra Varma,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
352,1963,Padma Bhushan,Dr.,Ram Kumar Verma,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
3462,2009,Padma Shri,Prof.,Ram Shankar Tripathi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
4200,2015,Padma Shri,Shri,Rambahadur,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
189,1959,Padma Bhushan,Shri,Ramdhari Singh Dinkar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
928,1971,Padma Shri,Prof.,Ratan Shankar Mishra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2612,2001,Padma Shri,Dr.,Ravindra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
695,1969,Padma Bhushan,Shri,Samad Yar Khan Saghar Nizami,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
3498,2009,Padma Shri,Shri,Shamsur Rahman Faruqi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
388,1964,Padma Bhushan,Dr.,Sheikh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
3301,2008,Padma Bhushan,Shri,Shrilal,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1216,1973,Padma Shri,Shri,Shyam Lal Gupta Parshad,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2877,2004,Padma Shri,Dr.,Shyam Narain Panday,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
847,1970,Padma Shri,Shri,Sohan Lal Dwivedi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
258,1961,Padma Bhushan,Shri,Sumitra Nandan Pant,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
744,1969,Padma Shri,Shri,Surendra Nath Ghosh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
978,1971,Padma Shri,Shri,Suresh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1420,1976,Padma Shri,Prof.,Syed,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
980,1971,Padma Shri,Shri,Syed Mohd. Mirza Mohazzab,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
758,1970,Padma Vibhushan,Dr.,Tara,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1976,1989,Padma Shri,Prof.,V.,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2652,2001,Padma Shri,Shri,Vachnesh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1927,1988,Padma Shri,Dr.,Vidya Niwas Misra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
2429,1999,Padma Bhushan,Prof.,Vidya Niwas Misra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
1069,1972,Padma Shri,Dr.,Virendra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
596,1968,Padma Bhushan,Acharya,Vishva,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Literature and Education,literature-education
3098,2006,Padma Shri,Prof.,(Hakeem) Syed Zillur Rahman,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1413,1976,Padma Shri,Dr.(Kum.),Amy Dhunjibhoy Engineer,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3565,2010,Padma Shri,Dr.,Arvinder Singh Soin,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3183,2007,Padma Shri,Dr.,B. Paul Thaliath,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
793,1970,Padma Shri,Dr.,Badri Narain Sinha,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1168,1973,Padma Shri,Dr.,Bhola Nath,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4276,2016,Padma Shri,Prof. (Dr.),Daljeet Singh Gambhir,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4276,2017,Padma Shri,Prof. (Dr.),Daljeet Singh Gambhir,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4051,2014,Padma Shri,Prof. (Dr.),Daya Kishore Hazra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1337,1975,Padma Shri,Dr.,Dhanpat Rai Nagpaul,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2140,1991,Padma Shri,Dr.,Govind Narain Malaviya,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1170,1973,Padma Shri,Dr.,Jagdish Mitra Pahwa,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2603,2001,Padma Shri,Dr.,Jyoti Bhushan Banerji,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3932,2013,Padma Shri,Prof.,K. C. Chunekar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1064,1972,Padma Shri,Dr.,Katil Narasimha Udupa,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
727,1969,Padma Shri,Shri,Kaviraj Ashutosh Majumdar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3827,2012,Padma Shri,Prof. Dr.,Mahdi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2512,2000,Padma Shri,Dr.,Mahendra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2148,1991,Padma Shri,Dr.,Mahendra Kumar Goel,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
67,1955,Padma Shri,Dr.,Mahesh Prasad Mehray,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
768,1970,Padma Bhushan,Dr.,Mahesh Prasad Mehray,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3693,2011,Padma Shri,Dr.,Mansoor,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
100,1956,Padma Shri,Dr.,Mohan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3351,2008,Padma Shri,Prof.,Mohan Chandra Pant,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3813,2012,Padma Shri,Dr.,Nitya,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2516,2000,Padma Shri,Dr.,Pradeep Kumar Dave,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1065,1972,Padma Shri,Dr.,Prithvi Nath Khoshoo,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2761,2003,Padma Bhushan,Dr.,Purshotam,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3381,2009,Padma Vibhushan,Dr.,Purshotam,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1633,1983,Padma Shri,Dr.(Kum.),Raj,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
2894,2004,Padma Shri,Prof. (Dr.),Rajan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
802,1970,Padma Shri,Dr.,Rajendra Vir Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4283,2016,Padma Shri,Prof.,Ram Harsh Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4283,2017,Padma Shri,Prof.,Ram Harsh Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
710,1969,Padma Shri,Dr.,Ram Kumar Caroli,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1238,1974,Padma Bhushan,Dr.,Ram Kumar Caroli,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1484,1977,Padma Shri,Dr.,Ram Narain Bagley,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4284,2016,Padma Shri,Prof.,Ravi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4284,2017,Padma Shri,Prof.,Ravi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4263,2016,Padma Shri,Dr.,S.S.,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4263,2017,Padma Shri,Dr.,S.S.,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1414,1976,Padma Shri,Hakim,Saif-ud-din,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3942,2013,Padma Shri,Prof.(Dr.),Saroj Chooramani Gopal,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
28,1954,Padma Bhushan,Shri,Satya Narayana Shastri,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
431,1965,Padma Bhushan,Pandit,Shiv,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4265,2016,Padma Shri,Dr.,Shiv Narain Kureel,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4265,2017,Padma Shri,Dr.,Shiv Narain Kureel,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4040,2014,Padma Shri,Dr.,Sunil,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4271,2016,Padma Shri,Dr.,Tapan Kumar Lahiri,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
4271,2017,Padma Shri,Dr.,Tapan Kumar Lahiri,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1768,1985,Padma Shri,Dr. (Smt.),Usha,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
1057,1972,Padma Shri,Dr. (Smt.),Vatsala Samant Choudhry,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Medicine,medicine
3060,2006,Padma Bhushan,Shri,Arjan Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Other,others
3696,2011,Padma Shri,Dr.,Om Prakash Agrawal,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Other,others
2436,1999,Padma Bhushan,Shri,Ramkinker,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Other,others
3918,2013,Padma Shri,Dr.,Ravindra Singh Bisht,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Other,others
3261,2008,Padma Vibhushan,Justice (Dr.),Adarsh Sein Anand,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
996,1972,Padma Vibhushan,Dr.,Aditya Nath Jha,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
106,1957,Bharat Ratna,Shri,Govind Ballabh Pant,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
3385,2009,Padma Vibhushan,Shri,Govind Narain,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
861,1971,Bharat Ratna,Smt.,Indira,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
52,1955,Bharat Ratna,Pt.,Jawaharlal,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
2354,1998,Padma Vibhushan,Dr. (Smt.),Lakshmi,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
476,1966,Bharat Ratna,Shri,Lal Bahadur Shastri,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
4113,2015,Bharat Ratna,Pandit,Madan Mohan Malaviya,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
3068,2006,Padma Bhushan,Shri,Pavani Parmeswara Rao,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
247,1961,Bharat Ratna,Shri,Purushottam Das Tandon,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
1825,1986,Padma Bhushan,Shri,Ram Krishna Trivedi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
4239,2016,Padma Bhushan,Shri,Ravindra Chandra Bhargava,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
4239,2017,Padma Bhushan,Shri,Ravindra Chandra Bhargava,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
2711,2002,Padma Shri,Dr.,Satish Chandra Rai,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
1953,1989,Padma Vibhushan,Shri,Umashankar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
3034,2006,Padma Vibhushan,Justice,Visheshwar Nath Khare,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
2367,1998,Padma Bhushan,Justice (Shri),Vithal Mahadev Tarkunde,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Public Affairs,public-affairs
38,1954,Padma Shri,Shri,Akhil Chandra Mitra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2113,1991,Padma Bhushan,Prof.,Al-I-Ahmad Suroor,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2627,2001,Padma Shri,Prof.,Ashoke Sen,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3890,2013,Padma Bhushan,Prof.,Ashoke Sen,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2451,1999,Padma Shri,Prof,Asis Datta,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
366,1963,Padma Shri,Shri,Bishan Man Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
1252,1974,Padma Shri,Dr.,C. Nagesh Ramachandra Rao,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
1406,1976,Padma Shri,Dr.,Gurbachan Singh Sidhu,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3330,2008,Padma Shri,Haji,Kaleem Ullah Khan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
646,1968,Padma Shri,Shri,Lakshman,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2319,1992,Padma Shri,Shri,Madhava,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2997,2005,Padma Shri,Prof.,Madhu Sudan Kanungo,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2821,2003,Padma Shri,Shri,Mahendra Singh Sodha,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3934,2013,Padma Shri,Prof.,Manindra,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2632,2001,Padma Shri,Prof.,Mohammad,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
916,1971,Padma Shri,Dr.,Moti Lal Dhar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
332,1962,Padma Shri,Shri,Natthi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
4280,2016,Padma Shri,Prof.,Onkar Nath Srivastava,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
4280,2017,Padma Shri,Prof.,Onkar Nath Srivastava,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
298,1962,Padma Bhushan,Dr.,Radha Kamal Mukerjee,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2614,2001,Padma Shri,Dr.,Sandip Kumar Basu,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
2800,2003,Padma Shri,Dr.,Sarvagya Singh Katiyar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3403,2009,Padma Bhushan,Prof. (Dr.),Sarvagya Singh Katiyar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
756,1969,Padma Shri,Smt.,Savitri,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
14,1954,Padma Bhushan,Dr.,Shanti Swarup Bhatnagar,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
1491,1977,Padma Shri,Prof.,Sibte Hasan Zaidi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3020,2005,Padma Shri,Shri,Sushil,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
1250,1974,Padma Bhushan,Shri,Thakur Jaideva Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
4322,2016,Padma Shri,Smt. (Prof.),Veena,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
4322,2017,Padma Shri,Smt. (Prof.),Veena,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3821,2012,Padma Shri,Dr.,Vijaipal,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
3879,2013,Padma Vibhushan,Prof.,Yash,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Science and Engineering,science-engineering
590,1967,Padma Shri,Syed,Abdul Qadir,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1077,1972,Padma Shri,Shri,Badri Prasad Bajoria,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
4213,2015,Padma Shri,Smt.,Bimla Poddar,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1423,1976,Padma Shri,Shri,Bishambhar Nath Pande,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1254,1974,Padma Shri,Dr.,Jagmohan Lal Karoli,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1600,1982,Padma Shri,Swami,Kalyan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
2505,2000,Padma Bhushan,Swami,Kalyan,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
2486,2000,Padma Bhushan,Begam,Kudsia Aizaz Rasul,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
930,1971,Padma Shri,Rani,Lila Ramkumar Bhargava,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1494,1977,Padma Shri,Sheikh,Mohd.,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
473,1965,Padma Shri,Smt.,Mona Chandravati Gupta,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1431,1976,Padma Shri,Shri,Nand Kumar Avasthi,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1453,1976,Padma Shri,Swami,Pranavananda,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
3916,2013,Padma Shri,Dr.,Ram,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1505,1977,Padma Shri,Shri Shri,Ram,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
66,1955,Padma Bhushan,Smt.,Rameshwari,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
3206,2007,Padma Shri,Ms.,Runa,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
1550,1981,Padma Shri,Shri,Sita Ram Pal,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Social Work,social-work
4164,2015,Padma Shri,Ms.,Arunima Sinha,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
1704,1984,Padma Shri,Miss,Bachendri Pal,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
2043,1990,Padma Shri,Kum.,Chandra Prabha Aitwal,Female,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
164,1958,Padma Shri,Kanwar,Digvijai Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
262,1961,Padma Shri,Brig.,Gyan Singh,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
1072,1972,Padma Shri,Major,Harsh Vardhan Bahuguna,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
2067,1990,Padma Shri,Shri,Jaman Lal Sharma,Male,Uttar Pradesh,Uttar Pradesh,uttar-pradesh,india,Sports,sports
